-1.036,-0.94293,-1.006,1,1.0172,-0.99215,-0.96136,-1,-0.97221,-1.0076,1.0111,1,1.0071,0.99993,0.96667,-1,-0.9815700000000001,-0.98755,-0.99486,1
-1.0196,1.0129,1.0691,1,-0.98871,-0.95865,0.98804,1,0.9789099999999999,0.99034,0.98475,-1,-0.97883,-1.0381,0.91891,1,-1.0903,0.98665,0.95991,1
1.0692,-1.0131,-1.0465,-1,0.99821,-0.9961,-1.0611,-1,1.0724,-0.9917899999999999,-1.0283,-1,1.0117,1.0477,1.0517,-1,1.0116,-1.0076,1.0462,-1
0.99903,0.99819,-1.0104,1,1.0039,-1.0314,1.003,-1,1.013,-0.97659,0.96796,-1,-0.97975,-0.97773,1.0338,1,1.0229,0.9928,1.0282,-1
1.0193,1.0174,-0.9684,1,-0.99984,-0.99716,-0.99419,1,1.0081,-0.99191,-0.99683,-1,1.0022,-1.0011,0.99896,-1,-0.96417,-1.0006,-0.99825,1
1.0566,-0.97888,-0.97265,-1,-0.91613,-1.0191,-0.98248,1,-1.036,-0.94293,-1.006,1,1.0553,1.0337,-1.0625,1,1.0003,1.01,0.9792,-1
-0.97593,0.97984,-0.91274,-1,1.0303,-1.0396,-0.98737,-1,-1.0518,-0.98941,1.054,1,0.99859,-0.97482,-0.99121,-1,-1.0101,-1.0041,0.93147,1
-1.0457,0.96136,0.9921,1,-1.0019,-1.0019,0.9964,1,1.0074,1.0015,-1.0182,1,1.0143,1.0134,-0.94651,1,0.94848,-1.0446,-0.97118,-1
-0.96623,-1.0089,-0.92624,1,0.99883,0.96174,0.99534,-1,0.99839,-0.99927,1.0034,-1,1.0722,0.96352,-0.98627,1,0.98023,-0.98548,0.93087,-1
-1.0018,0.99566,1.0086,1,0.98144,-0.99352,-1.0021,-1,-1.0025,0.99702,-0.93124,-1,-0.99779,-1.0033,0.9883999999999999,1,0.98564,-1.0139,-0.9976,-1
1.0453,0.96487,1.0028,-1,1.0112,1.0149,-0.9676,1,1.0041,-0.99918,-1.0313,-1,-0.99613,0.9876,0.99481,1,1.0401,-1.008,-1.0902,-1
-1.0449,1.0139,-1.0341,-1,1.0004,-0.99923,-1.0121,-1,-1.0069,-1.0095,-0.9398300000000001,1,1.005,-1.0062,-1.0034,-1,-0.99998,-0.99995,0.9998899999999999,1
-0.97694,-0.99396,-0.99984,1,1.0282,-1.0123,-1.0663,-1,1.0362,-0.99441,0.9273400000000001,-1,-1.0012,-0.93082,1.0226,1,-0.95455,-0.99374,-1.0523,1
-1.0149,1.075,1.0034,1,0.98564,-1.0139,-0.9976,-1,1.0008,-0.9957,-1.0171,-1,0.99981,-1.0003,-1.0004,-1,1.0012,-0.9994,1.0792,-1
0.9743000000000001,0.97281,0.98825,-1,-0.99402,-0.99469,-1.0184,1,1.0343,-0.9948900000000001,-1.0177,-1,0.9666,-0.9575,-0.97637,-1,-1.0163,1.0144,-0.99963,-1
-1.0012,-1.0001,-0.97012,1,1.0084,-1.0081,1.0129,-1,-0.9575,-1.005,-0.98894,1,1.0125,1.004,-0.93132,1,0.99348,-0.99817,0.98338,-1
0.99501,-1.0053,-0.95121,-1,-1.0003,-0.99797,-0.99365,1,-0.95681,1.0304,1.0041,1,-0.96171,0.9601499999999999,-1.0244,-1,-0.99848,1.0023,1.0253,1
1.0028,-0.99421,0.9694700000000001,-1,1.008,-1.0276,-0.93387,-1,0.99177,1.0294,-0.97126,1,-1.0991,-0.9941,-1.0115,1,-0.9835,0.99665,1.0655,1
-0.95729,-0.98263,-1.0613,1,0.99165,-0.99112,-0.99921,-1,-1.0203,-0.97584,0.97163,1,-1.0108,-0.98643,0.93081,1,1.0046,1.002,0.99199,-1
-0.99734,-0.99817,-1.0023,1,-0.95425,-0.99035,0.94346,1,-0.97071,0.98351,-0.94816,-1,-0.96476,-0.96948,-0.97823,1,-0.99491,1.0023,-1.0014,-1
1.0075,1.0546,-1.023,1,0.99382,-0.91006,-1.0188,-1,-0.98402,-0.99229,-1.0888,1,-0.9706,1.0047,1.0189,1,1.0047,0.9877,-0.99469,1
-1.0031,0.99383,0.97565,1,1.0377,1.0153,0.95391,-1,1.0076,0.96862,-1.0303,1,1.0457,-1.0017,-1.0868,-1,-0.9966699999999999,1.0003,0.92643,1
-0.98931,1.0494,1.0045,1,-0.98476,-1.0049,0.97818,1,-1.0192,-0.91906,-1.0017,1,-1.0031,0.99383,0.97565,1,-0.99313,-1.013,-1.033,1
0.98385,0.98226,-0.9285099999999999,1,1.026,-0.99044,0.99652,-1,-0.9888400000000001,0.99154,0.9765,1,1.0118,-0.98493,1.0189,-1,1.0123,1.0344,0.93499,-1
-1.0265,-0.96889,-1.0655,1,-0.94621,-0.98639,0.99351,1,-1.0275,-1.0063,-1.0151,1,-0.99509,-1.0271,-0.93889,1,0.99105,-1.0032,1.039,-1
1.0024,-0.99964,0.99715,-1,-0.9553700000000001,-1.0464,-1.0433,1,0.99581,1.05,-0.9906700000000001,1,-1.0364,1.0073,1.0027,1,-1.0038,0.99338,-1.0909,-1
-1.0708,-1.0594,-0.99204,1,0.99995,-1.0015,-0.96741,-1,1.0137,-1.0324,1.0317,-1,-0.99773,1.012,0.99881,1,0.99859,-0.97482,-0.99121,-1
1.0099,0.9710299999999999,-1.0378,1,1.0249,1.0122,-0.96036,1,-0.99915,0.99801,1.0143,1,-1.009,1.0042,-0.96755,-1,-1.0124,1.0087,0.96861,1
-1.0387,0.9817399999999999,1.0682,1,0.99918,0.9982,-1.0163,1,-1.0012,-1.0001,-0.97012,1,-0.9857,1.005,0.9811299999999999,1,1.0692,-1.0131,-1.0465,-1
1.0081,-0.99191,-0.99683,-1,1.0141,0.95611,1.0487,-1,0.98554,0.97397,1.04,-1,-0.99265,1.0041,1.018,1,-0.98476,-1.0049,0.97818,1
0.98887,-1.0068,-1.0029,-1,-1.0153,0.94518,-1.0548,-1,-1.001,0.999,-1.005,-1,-0.96026,-0.95866,1.0356,1,0.99834,1.0322,0.97625,-1
-0.92481,1.006,-0.9514,-1,-1.0082,-0.98448,1.0235,1,-0.9696399999999999,-0.94155,-0.94612,1,0.99105,-1.0032,1.039,-1,-0.9700299999999999,-1.0331,0.99774,1
-1.0528,-0.96677,-0.9749100000000001,1,-0.99119,1.0063,-0.98036,-1,-1.0133,-1.0044,1.0405,1,1.0318,1.0731,-0.98116,1,-1.0067,-0.99641,1.048,1
-0.99671,0.98078,-1.0211,-1,-1.0051,1.0102,1.015,1,-0.99151,1.0066,1.0155,1,1.0079,0.98441,1.0068,-1,-1.0095,-1.043,0.95543,1
1.0206,1.0083,1.023,-1,1.0145,1.0054,1.0423,-1,-0.99947,1.0063,1.0149,1,1.0051,-1.0077,-0.99866,-1,1.0065,1.0391,1.0805,-1
1.02,-0.99939,0.98145,-1,1.0017,-0.99739,0.9761300000000001,-1,0.99986,-1.0144,1.0392,-1,-1.0095,-1.043,0.95543,1,-1.0003,-0.99797,-0.99365,1
1.0237,1,-1.0833,1,-1.0085,1.02,-0.98378,-1,0.9406,1.0242,-1.0424,1,1.0013,0.99756,-0.9951100000000001,1,1.0145,1.0054,1.0423,-1
1.0243,-0.98085,0.9536,-1,-0.99827,1.0019,-1.0833,-1,-0.95729,0.98905,0.9817900000000001,1,1.0088,0.99924,-1.0243,1,1.0095,-0.9958,-1.0059,-1
-1.0244,-1.0302,-0.92135,1,0.97512,1.0346,-1.0335,1,-1.0067,-0.99641,1.048,1,-1.0181,-1.0031,1.028,1,0.9681999999999999,1.0425,0.95802,-1
1.0079,0.98441,1.0068,-1,-0.99893,-1.0002,-0.95118,1,-0.96889,1.0585,0.97927,1,-1.0272,-0.98914,-0.97889,1,0.9773500000000001,-1.0659,1.0212,-1
1.0065,1.0391,1.0805,-1,1.0318,1.0731,-0.98116,1,0.99993,1.0002,-1.0002,1,1.0561,-1.0147,-0.92892,-1,-0.9446600000000001,0.97138,-0.98436,-1
0.9653,-0.91266,0.97461,-1,-0.98854,-1.0232,-0.92395,1,1.0309,1.0746,0.97698,-1,-1.0031,1.0115,-1.0774,-1,1,1.0017,-1.0018,1
1.0309,1.0746,0.97698,-1,0.99859,0.98026,1.0113,-1,-0.96206,-1.0733,-1.0173,1,-0.97538,-1.002,-1.0175,1,1.0017,-1.0003,0.90422,-1
1.0125,1.004,-0.93132,1,-1.0063,-0.99455,0.92179,1,0.99924,0.99821,0.99091,-1,1.0022,-1.0167,1.0104,-1,0.94969,1.0196,1.0464,-1
0.99013,1.0273,0.94648,-1,1.0002,-0.9972800000000001,-1.0528,-1,0.99318,1.0089,0.97136,-1,-1.0353,1.0403,1.0753,1,0.99461,-1.0024,0.9922800000000001,-1
1.0119,0.98613,0.95046,-1,1.0275,0.99303,-0.93696,1,-1.0034,-0.99819,0.97339,1,1.0633,-1.0116,1.0435,-1,-1.0015,0.99848,-1.0183,-1
0.9542,0.95765,-1.0655,1,-0.97249,-1.0506,-0.99139,1,0.9773500000000001,-1.0659,1.0212,-1,0.99636,-0.97458,1.0354,-1,-1.0236,-0.9720299999999999,-1.0782,1
-0.99695,-0.99962,1.0096,1,-0.97462,0.9746899999999999,1.0347,1,1.03,1.0595,-1.0314,1,-0.9244,-1.0261,-0.98847,1,-0.97829,-0.98686,-1.0465,1
-1.0236,-1.0017,1.0251,1,-1.0067,-0.92653,-0.97116,1,0.99997,-0.99983,-0.99983,-1,0.99985,1.0027,0.9933,-1,1.0362,-0.99441,0.9273400000000001,-1
-1.0192,-0.91906,-1.0017,1,0.96333,1.0148,0.99871,-1,-1.0236,0.96762,1.018,1,-0.95681,1.0304,1.0041,1,0.94357,0.98782,-1.053,1
-1.0041,-0.99653,-0.99134,1,-1.0583,-1.0279,0.97351,1,-1.005,0.9867,-1.0327,-1,1.017,-0.95583,0.95743,-1,-1.0215,0.96327,0.98949,1
-0.91613,-1.0191,-0.98248,1,-0.99043,1.0024,1.0086,1,-0.99773,1.012,0.99881,1,-1.0008,-1.0013,1.0255,1,0.99898,1.0006,1.0715,-1
0.99055,0.98524,-1.0015,1,-1.0105,-1.0138,0.99903,1,-1.0059,0.9881,1.0089,1,-0.94706,-1.0391,-0.95272,1,0.9986699999999999,-1.0014,-0.9987200000000001,-1
-0.91826,0.9819600000000001,0.9762,1,-1.0301,-1.0669,-0.99116,1,-0.99386,-0.96456,-1.0261,1,-1.0726,-0.99946,-1.0664,1,1.017,-0.95583,0.95743,-1
0.95849,0.9857,-1.0323,1,-0.98312,-1.0129,0.92442,1,0.99599,1.0074,-0.97582,1,-0.95907,-0.96556,-1.0245,1,-1.0399,1.0632,1.0506,1
0.99105,-1.0032,1.039,-1,0.96167,-0.94325,-1.0363,-1,-1.0248,-1.0135,-1.0152,1,1.0147,0.95834,0.9339,-1,1.0148,1.0082,0.92372,-1
1.0158,0.9597599999999999,1.0098,-1,1.0026,0.99924,-0.974,1,-0.97593,0.97984,-0.91274,-1,-0.98871,-0.95865,0.98804,1,0.99346,0.9709100000000001,-0.95673,1
1.0504,-0.91693,-0.9926,-1,-1.0483,0.98136,-0.99439,-1,1.0692,-1.0131,-1.0465,-1,-1.0196,1.0129,1.0691,1,0.95877,0.96285,1.0078,-1
1.0184,0.98659,-0.99181,1,-1.0093,-1.0036,-1.0168,1,-0.98133,1.0159,0.9109699999999999,1,-1.0008,1.001,0.99885,1,1.0125,1.004,-0.93132,1
-1.0031,1.0011,0.98874,1,1.0331,0.98416,0.9884500000000001,-1,-1.0399,1.0632,1.0506,1,-1.0309,-1.0413,0.9508799999999999,1,0.94669,0.99726,0.9789,-1
1.0588,0.95453,0.97167,-1,1.0064,-0.98512,-1.0399,-1,0.98654,-0.99249,0.96987,-1,-0.99597,1.0106,-1.0023,-1,-1.0095,-1.0404,0.9565,1
-0.9930600000000001,0.96662,0.93859,1,-1.0025,-1.0515,1.0185,1,1.0065,1.0652,0.9710299999999999,-1,1.0099,0.9710299999999999,-1.0378,1,-1.0031,0.99383,0.97565,1
-1.0681,1.0407,1.035,1,1.0044,1.0312,-0.90605,1,-1.0405,-0.98458,0.9893999999999999,1,1.0039,1.0005,-1.0402,1,-1.002,1.0353,-0.94409,-1
0.99981,0.99921,-1.001,1,0.99779,1.0078,0.97685,-1,-0.98621,-0.99575,1.0504,1,0.99153,-1.004,-0.9245,-1,-1.0121,-0.98387,-0.97632,1
0.99776,0.99896,0.9974499999999999,-1,-0.96299,-0.98568,-0.91552,1,0.99532,-1.0559,-0.93982,-1,0.9186,1.0213,-0.98938,1,0.99527,-0.99541,0.98356,-1
-1.0175,-1.0267,0.98707,1,1.049,-0.93854,-0.9811800000000001,-1,1.0022,1.0225,-0.98045,1,-1.0681,1.0407,1.035,1,-1.0009,0.99608,-1.0077,-1
0.99859,-0.97482,-0.99121,-1,-0.98744,-0.9614,-1.0461,1,-0.97249,-1.0506,-0.99139,1,-1.012,0.96377,-0.93041,-1,0.96523,-1.007,-0.96606,-1
-1.006,-1.0072,1.0066,1,-1.0637,0.9779099999999999,0.9625,1,-1.0664,-1.0125,1.0401,1,-0.99997,1,-1.0021,-1,-0.99757,-1.0107,1.0351,1
1.0126,1.0034,-1.0792,1,-0.98422,1.0753,1.0222,1,1.0003,1.01,0.9792,-1,1.0177,-1.0058,-0.9807900000000001,-1,1.0145,-1.0292,0.99717,-1
-1.0229,-1.0372,-1.0856,1,1.0041,-0.99918,-1.0313,-1,1.0022,-1.0167,1.0104,-1,-1.0161,-0.98768,-1.0062,1,0.99896,1.0008,-1.0034,1
-0.99363,1.0038,0.97846,1,1.0119,-1.0332,1.0861,-1,-1.0236,-1.0017,1.0251,1,1.0053,0.96026,-0.92223,1,-0.99043,1.0024,1.0086,1
-1.004,1.0423,1.0865,1,1.033,0.95703,0.9627599999999999,-1,-0.99974,-1.0002,1.0001,1,-1.0005,0.99792,0.9893999999999999,1,-0.93446,-1.0078,-1.0625,1
1.0004,-0.99923,-1.0121,-1,0.9743000000000001,0.97281,0.98825,-1,0.9883999999999999,1.0014,0.95056,-1,-1.015,-1.0057,-0.97098,1,0.98149,0.9865699999999999,0.90882,-1
-0.95059,-0.9843499999999999,1.0775,1,-1.0018,0.99566,1.0086,1,0.99926,1.0011,0.94154,-1,-0.99991,1,-1.0001,-1,1.0152,-1.0117,1.0382,-1
-0.9995000000000001,1.0052,-0.99165,-1,0.99075,1.0561,0.96465,-1,1.0044,1.0312,-0.90605,1,0.98877,0.99916,1.0111,-1,1.0071,0.99993,0.96667,-1
-1.0534,1.0449,1.0493,1,-1.0102,-1.0001,0.98716,1,1.036,-0.94813,-0.94498,-1,1.0247,1.0182,0.95795,-1,-1.0005,-0.99652,-0.99419,1
0.99988,-0.9953,1.0012,-1,-0.99308,1.0092,1.0112,1,-0.99411,-0.99463,1.0042,1,0.93394,-1.0368,-0.98061,-1,-0.99923,1.0227,-0.95622,-1
-0.99957,1.0082,0.99059,1,0.99839,-0.99927,1.0034,-1,0.99859,0.98026,1.0113,-1,1.0065,-1.0022,-1.0199,-1,-0.99915,0.99801,1.0143,1
0.99981,-1.0003,-1.0004,-1,-0.98498,0.99474,-0.99625,-1,-0.98312,-1.0129,0.92442,1,1.0212,-0.9604200000000001,-0.96351,-1,-1.0175,-1.0267,0.98707,1
-0.93985,-0.96919,-0.93753,1,-0.99158,0.98894,-1.0652,-1,-1.0114,-1.0042,0.99148,1,1.0624,-0.94065,-1.0086,-1,-1.0507,0.96717,-1.0183,-1
-1.001,0.999,-1.005,-1,-1.0069,-1.0095,-0.9398300000000001,1,-0.96254,0.97123,-0.97158,-1,1.0311,1.0088,-0.93669,1,-0.9706,1.0047,1.0189,1
0.98689,0.96693,1.0813,-1,1.0097,0.99571,-0.98131,1,0.99624,0.99127,-1.0282,1,-1.0097,1.016,-1.0463,-1,1.0214,0.98948,-0.9712,1
1.0005,1.0031,1.009,-1,-1.001,0.999,-1.005,-1,0.9791800000000001,-1.0513,-1.0739,-1,-0.99413,0.99985,1.0771,1,0.99035,0.96702,-1.0029,1
-0.9876200000000001,0.92776,-1.0397,-1,0.99734,-1.0027,-1.0044,-1,1.0134,-1.0301,1.0267,-1,-0.99409,0.99512,-0.99854,-1,0.961,-1.0561,-1.0102,-1
0.99674,1.0027,-1.0134,1,-0.96517,1.0594,0.93094,1,-0.98553,0.98456,0.98334,1,-1.0143,-1.045,-0.92805,1,-0.90537,-1.0154,1.025,1
-0.98031,-0.99734,-1.0553,1,0.99244,0.99668,0.98928,-1,-0.99308,1.0092,1.0112,1,1.008,-0.96704,0.97536,-1,-1.0114,-1.0042,0.99148,1
1.0067,-1.0788,1.0539,-1,1.0126,1.0034,-1.0792,1,0.97331,0.98881,-1.0183,1,-1.0032,0.91758,-0.98998,-1,-1.0196,1.0129,1.0691,1
1.0282,-1.0123,-1.0663,-1,-1.004,0.99858,-0.99803,-1,1.0099,0.9710299999999999,-1.0378,1,-1.0114,-1.0042,0.99148,1,-1.0118,-1.0222,0.9402199999999999,1
1.0574,1.0171,-0.9906,1,-1.0143,-1.045,-0.92805,1,-0.9799,1.0189,-1.0302,-1,-1.0006,-1.0044,0.98065,1,0.98911,-0.99786,1.0464,-1
-0.97221,-1.0076,1.0111,1,1.053,1.0349,-0.93621,1,-1.0144,0.96347,0.93277,1,-1.0101,-1.0319,0.99862,1,-0.95076,-1.0017,0.9981100000000001,1
0.96499,-0.98246,1.0443,-1,-0.99409,0.99512,-0.99854,-1,1.0237,1,-1.0833,1,-0.977,-0.92869,1.0539,1,-1.0067,-0.92653,-0.97116,1
0.99599,1.0074,-0.97582,1,-1.0064,-0.98954,-0.99188,1,-0.9702499999999999,0.97349,1.0026,1,-1.0058,-1.0006,-1.0459,1,-1.004,0.99858,-0.99803,-1
-0.99848,1.0023,1.0253,1,1.0008,-0.99146,-0.93319,-1,0.99071,0.98545,1.067,-1,-1.0167,0.99443,0.95364,1,-1.0082,-0.96165,-1.016,1
-1.0002,-0.99498,1.0373,1,-0.98821,-0.99602,-1.0353,1,1.0181,1.001,1.011,-1,-1.0233,-0.99047,-0.93172,1,-0.99992,1.0005,1.0016,1
-1.018,0.99721,1.0039,1,1.0518,-1.0371,-0.97979,-1,-1.0019,-1.0019,0.9964,1,-0.99134,-1.0076,-0.9962299999999999,1,-1.0272,-0.98914,-0.97889,1
0.99522,1.0197,-1.0173,1,-1.0124,1.0185,0.93516,1,-1.0776,-0.9768,0.99895,1,-1.0082,-0.96165,-1.016,1,0.99995,-1.0015,-0.96741,-1
1.0112,1.0149,-0.9676,1,-0.99997,1,-1.0021,-1,-1.0181,-1.0031,1.028,1,1.0153,-0.99549,1.0319,-1,0.99986,-1.0022,1.0275,-1
-1.0012,-0.93082,1.0226,1,-1.0025,0.99702,-0.93124,-1,1.0015,0.99271,-1.0027,1,-0.95455,-0.99374,-1.0523,1,0.97826,-1.0409,-1.0472,-1
-0.9696399999999999,-0.94155,-0.94612,1,-0.9888400000000001,0.99154,0.9765,1,-0.99923,1.0227,-0.95622,-1,-1.0333,1.0013,-0.98646,-1,0.97349,0.99799,0.9922,-1
-1.0235,-1.0617,-0.99541,1,1.0065,1.0652,0.9710299999999999,-1,-1.0051,1.0102,1.015,1,1.0008,-0.99146,-0.93319,-1,-1.0064,-0.98954,-0.99188,1
